year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2010,635,Hemorrhage during pregnancy; childbirth and postpartum,108549.2656,1262,50,0.000770465
2010,427.5,Arrhythmia (cardiac) NOS,1615574.75,1292,23,0.362318546
2010,694.3,Vascular disorders of skin,30561.16797,33,0,11.67651939
2010,364.41,Keratoconus,404962.3438,196,13,0.265394956
2010,772,Symptoms of the muscles,819030.25,48,5,11.50931263
2010,367.9,Blindness and low vision,365375.25,564,14,0.069722392
2010,726.3,Bursitis,2615437,95,6,49.43831253
2010,962.3,Hormones and synthetic substitutes causing adverse effects in therapeutic use,11044.84473,1404,6,5.97E-05
2010,624,Symptoms involving female genital tract,1190364.5,2,0,290926.2188
2010,975,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,59717.30859,1404,6,0.001744113
2010,496,Chronic airway obstruction,7150191,1900,174,0.638152063
2010,550.5,Ventral hernia,3159042.75,192,10,21.42752266
2010,375,Disorders of lacrimal system,706218.8125,120,0,1715.06311
2010,327.4,Insomnia,2407434.25,452,25,2.115758419
2010,528.6,Leukoplakia of oral mucosa,137009.0469,307,7,0.03599539
2010,275.5,Disorders of calcium/phosphorus metabolism,192779.6094,17,1,8.927205086
2010,117,Mycoses,239405.4531,479,1,0.488901198
2010,270.2,Disorders of amino-acid metabolism,82224.53125,689,3,0.013453329
2010,964,Poisoning by agents primarily affecting blood constituents,16418.54492,1404,6,0.000131839
2010,696.41,Psoriasis vulgaris,4810591,952,86,1.16634059
2010,695.22,Pemphigus and pemphigoid,286408.1875,271,2,0.621453166
2010,619.5,Noninflammatory disorders of vulva and perineum,347429.9063,89,0,559.6474609
2010,521.4,Tooth complications likely association with other diseases,5480.160156,39,0,0.317708999
2010,560.2,Impaction of intestine,302464.8125,21,1,17.79185677
2010,783,Fever of unknown origin,7990884,1136,45,5.153679371
2010,761,Neck pain,17398778,409,11,277.418335
2010,513.4,Hyperventilation,197414.0313,86,1,1.851418853
2010,317.1,Alcoholism,3118188.25,1834,54,0.405086488
2010,609,Male infertility and abnormal spermatozoa,175.7280121,607,3,6.97E-08
2010,471,Nasal polyps,911592.5,201,7,2.433799505
2010,370,Keratitis,319850.4375,214,2,0.981482983
2010,228.1,Hemangioma of skin and subcutaneous tissue,866611.375,391,6,1.31888032
2010,512.1,Wheezing,1186130.625,355,7,2.333057165
2010,556.11,Angiodysplasia of intestine (without mention of hemorrhage),248126.4688,28,0,907.0934448
2010,520,Disorders of tooth development,168298.4063,188,6,0.103448346
2010,350.6,Disturbances of sensation of smell and taste,153435.8594,163,0,59.60167313
2010,378.2,Nystagmus and other irregular eye movements,154635.5625,108,0,91.36372375
2010,585.3,Chronic renal failure [CKD],3779436.75,3202,155,0.1187656
2010,536,Disorders of function of stomach,13340.30664,911,14,5.75E-05
2010,747.13,Congenital anomalies of great vessels,1126121.875,1113,44,0.106841333
2010,840.3,Joint/ligament sprain,10940828,145,12,283.6470947
2010,366.1,Nonsenile Cataract,550650.1875,695,45,0.040000968
2010,358.1,Myasthenia gravis,1372735.125,234,3,11.04057121
2010,380,Disorders of external ear,242975.1094,9,0,2704.068359
2010,596.5,Functional disorders of bladder,1398811.625,483,35,0.477517396
2010,242.3,Exophthalmos,138273.7656,293,3,0.089464247
2010,189.21,Malignant neoplasm of bladder,4522383,1513,28,1.991584659
2010,368.2,Diplopia and disorders of binocular vision,636112.375,130,1,12.71711159
2010,394.12,Aortic stenosis/insufficiency,123607.1719,1039,19,0.003192305
2010,367.2,Astigmatism,907328.8125,215,12,1.31566906
2010,593.2,Microscopic hematuria,2748480,130,3,79.66377258
2010,430.3,Subdural hemorrhage,547162.1875,93,0,1328.377319
2010,184,Cancer of other female genital organs,214392.6406,136,0,139.4658661
2010,529.1,Glossitis,124581.5234,24,1,2.641269684
2010,278.4,Abnormal weight gain,1155337.25,1389,7,0.565735042
2010,281.11,Pernicious anemia,412928.5,26,0,2705.380127
2010,394.11,Mitral stenosis/insufficiency,314034.9375,619,10,0.065681517
2010,361,Retinal detachments and defects,1540118.5,148,4,16.49270058
2010,158,Neoplasm of unspecified nature of digestive system,1258105.125,444,16,0.918900967
2010,170.2,Cancer of connective tissue,2265225.25,516,0,4103.775391
2010,871.2,Open wound of finger(s),4119010.25,2603,26,1.034161687
2010,149.9,Cancer of of nasal cavities,375753.8438,438,1,1.317104816
2010,709,Diffuse diseases of connective tissue,479618.375,142,46,0.145291254
2010,618.1,Prolapse of vaginal walls,2009148.25,104,1,158.5792694
2010,112.3,Candidiasis of skin and nails,160768.4531,14,0,761.3467407
2010,395.2,Nonrheumatic aortic valve disorders,3861005,558,8,13.7640152
2010,253.3,Posterior pituitary disorders,383160.9063,118,1,5.083245754
2010,130,Spirochetal infection,38523.94531,248,2,0.012286134
2010,585.32,End stage renal disease,71285408,696,91,331.066803
2010,157,Pancreatic cancer,3838686,2457,75,0.329957515
2010,710.11,Acute osteomyelitis,839007.5625,430,4,1.684720039
2010,550,Abdominal hernia,589178.5625,322,17,0.261540622
2010,300.11,Generalized anxiety disorder,6911514.5,1445,66,2.066735029
2010,230,Kaposi's sarcoma,89976.69531,177,4,0.047069199
2010,526.4,Temporomandibular joint disorders,429091.375,52,3,4.853613853
2010,674,Other complications of the puerperium NEC,319319.125,9379,15,0.002989036
2010,401.22,Hypertensive chronic kidney disease,2800967.75,2729,188,0.063102864
2010,290.3,Other persistent mental disorders due to conditions classified elsewhere,1267603.875,24,0,27618.10938
2010,411.4,Coronary atherosclerosis,45546604,3283,263,9.914856911
2010,533,Heartburn,826398.9375,82,7,4.902454853
2010,381.11,Suppurative and unspecified otitis media,11322018,321,13,126.6691208
2010,957,Injury to other and unspecified nerves,17848.04883,2405,25,2.19E-05
2010,385.5,Tympanosclerosis and middle ear disease related to otitis media,102010.6406,261,125,0.001316158
2010,481,Influenza,1237535.375,3275,183,0.010545004
2010,288.11,Neutropenia,3801835,644,15,6.170668125
2010,938,Dermatitis due to solar radiation,573781.125,48,1,28.01937294
2010,714.1,Rheumatoid arthritis,14920958,3265,186,1.512834907
2010,286.1,Congenital coagulation defects,7915017.5,538,28,17.15612602
2010,289.9,Abnormality of red blood cells,105110.9219,121,9,0.041818514
2010,728.1,Muscular calcification and ossification,72149.84375,51,0,42.1147728
2010,276.5,Hypovolemia,4536608.5,432,13,15.11159992
2010,704.8,Other specified diseases of hair and hair follicles,1237925.25,17,0,37179.49219
2010,711.2,Arthropathy in Reiter's disease,49022.26953,39,1,0.251714617
2010,729,Other disorders of soft tissues,833504.4375,880,10,0.32547161
2010,1004,Other signs and symptoms involving emotional state,125113.1406,0,0,645988.5625
2010,71,Human immunodeficiency virus [HIV] disease,836153.875,539,8,0.668285429
2010,473,Diseases of the larynx and vocal cords,1123798.125,231,3,7.495459557
2010,473.3,Paralysis/spasm of vocal cords or larynx,464923.0313,215,2,2.064079285
2010,592.2,Urethritis and urethral syndrome,377229.7813,498,10,0.117803641
2010,750.21,Congenital anomalies of intestine,523486.625,175,0,646.2005005
2010,610.2,Fibroadenosis of breast,454542.3125,31,1,27.22353172
2010,619.4,Noninflammatory disorders of vagina,1053574.125,98,0,4673.892578
2010,592.11,Acute cystitis,1028436.938,727,15,0.399993688
2010,830,Dislocation,22108538,1204,3,556.598999
2010,701.4,Keloid scar,610022.6875,719,20,0.106740423
2010,261.3,Vitamin C deficiencies,3922.740234,32,0,0.198386624
2010,726.2,Synoviopathy,1135890.625,56,1,94.12502289
2010,599.6,Oliguria and anuria,28177.99414,233,0,1.406256437
2010,249,Secondary diabetes mellitus,143398.3438,3179,637,4.19E-05
2010,512,Other symptoms of respiratory system,113.1141281,846,42,1.49E-09
2010,735.22,Claw toe (acquired),76457.79688,13,0,185.4322205
2010,626.13,Irregular menstrual cycle,2814623.5,147,4,55.4585228
2010,145.2,Cancer of tongue,1707051.125,316,2,18.93280983
2010,733.4,Aseptic necrosis of bone,798835.3125,388,5,1.354730129
2010,771.2,Cramp of limb,296963.9688,37,0,983.3484497
2010,754,Congenital musculoskeletal deformities of spine,205628.9219,100,0,174.4793091
2010,303.4,Somatoform disorder,336439.4688,490,9,0.105804242
2010,689,Disorder of skin and subcutaneous tissue NOS,1911186.75,1084,8,1.736038566
2010,695.6,Prurigo,369741.0938,36,0,1566.719604
2010,301.1,Schizoid personality disorder,45091.82813,112,1,0.074171409
2010,287,Purpura and other hemorrhagic conditions,205749.7188,256,27,0.025264801
2010,696.4,Psoriasis,47512.82031,1045,8,0.001112981
2010,1008,Crushing or internal injury to organs,1539110.5,3867,57,0.044343729
2010,297,Suicidal ideation or attempt,2127.911133,353,4,1.32E-05
2010,282,Hereditary hemolytic anemias,9686.188477,33,1,0.011613361
2010,425.2,Secondary/extrinsic cardiomyopathies,237236.8438,795,28,0.010430317
2010,426.2,Atrioventricular [AV] block,684991.4375,346,4,1.395584583
2010,252.1,Hyperparathyroidism,1108747,294,25,0.689934671
2010,383,Otosclerosis,309679.1875,67,0,590.6134644
2010,1012,Late effect,80341.05469,9,0,295.644104
2010,728.71,Contracture of palmar fascia,758934.5,49,3,16.11299706
2010,522.1,Pulpitis and necrosis of tooth pulp,15433.53906,159,5,0.001233922
2010,250.7,Diabetic retinopathy,2264309.75,705,21,1.428463936
2010,705.8,Hyperhidrosis,693526.75,85,5,4.660554886
2010,368.5,Color vision deficiencies,12805.10352,75,0,0.902123451
2010,706,Diseases of sebaceous glands,108744.375,10,0,487.5267944
2010,772.6,Facial weakness,189000.25,225,2,0.325946122
2010,594,Urinary calculus,364436.8438,158,3,1.152424335
2010,614.32,Chronic inflammatory pelvic disease,459227.4688,0,0,8703114
2010,450,Noninfectious disorders of lymphatic channels,1172322.75,937,48,0.126077443
2010,344,Other paralytic syndromes,1152683.375,1079,37,0.137307569
2010,751,Genitourinary congenital anomalies,86.68135071,0,0,0.310077518
2010,691,Congenital anomalies of skin,452470.375,89,2,4.722416878
2010,261.2,Vitamin B-complex deficiencies,1010236.625,103,1,40.48222733
2010,586.4,Stricture/obstruction of ureter,971395.75,98,0,3973.205322
2010,716.1,Unspecified polyarthropathy or polyarthritis,118716.7891,561,185,0.000560373
2010,286,Coagulation defects,694726.0625,342,16,0.363760889
2010,749,Congenital anomalies of face and neck,1877706,675,0,2155.578857
2010,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,19122.07813,414,2,0.001813352
2010,755.1,Congenital deformities of feet,1143019.25,328,10,1.642120004
2010,272.11,Hypercholesterolemia,11522225,700,44,17.78427315
2010,427.21,Atrial fibrillation,13992912,2115,90,4.244553566
2010,743.4,Stress fracture,528305,135,0,853.1443481
2010,378,Strabismus and other disorders of binocular eye movements,409966.2188,372,0,186.4492035
2010,155,Cancer of liver and intrahepatic bile duct,802757.5625,4616,82,0.007025127
2010,610.8,Other specified benign mammary dysplasias,750134.0625,420,12,0.460356295
2010,345.12,Partial epilepsy,2024479.25,241,9,7.78907299
2010,521.1,Dental caries,1449014.125,972,12,0.742250264
2010,327.1,Hypersomnia,1009768.875,148,4,7.089694023
2010,193,Thyroid cancer,3820403.5,1511,31,1.285488844
2010,337,Disorders of the autonomic nervous system,240214.6406,564,4,0.105289891
2010,686.3,Pilonidal cyst,1278871.75,74,0,9119.741211
2010,241.1,Nontoxic uninodular goiter,3372018.75,261,7,25.64624023
2010,961,Poisoning by other anti-infectives,18348.10938,1404,6,0.000164648
2010,557.9,Intestinal malabsorption NOS,258685.9063,82,2,1.675334573
2010,755,Congenital anomalies of limbs,33466.875,104,0,4.444001198
2010,691.3,Congenital pigmentary anomalies of skin,48220.22266,5,0,191.5312653
2010,312,Conduct disorders,1398305.5,192,1,41.60810089
2010,715,Other inflammatory spondylopathies,346682.5,128,22,0.176043034
2010,184.1,Malignant neoplasm of ovary and other uterine adnexa,328012.875,371,52,0.023010619
2010,418,Nonspecific chest pain,59466804,608,10,2397.857178
2010,560.3,Peritoneal or intestinal adhesions,2060192.75,348,6,8.37468338
2010,701.3,Circumscribed scleroderma,172216.1094,89,4,0.342912495
2010,327.6,Circadian rhythm sleep disorder,97031.875,117,4,0.082809545
2010,372,Disorders of conjunctiva,1527902.25,801,40,0.300610125
2010,580.31,Nephritis and nephropathy in diseases classified elsewhere,36444.42188,2729,188,1.07E-05
2010,353.1,Nerve plexus lesions,582782.5625,20,0,7004.626465
2010,370.31,Keratoconjunctivitis sicca,557435.875,19,40,1.686002135
2010,287.32,Secondary thrombocytopenia,129161.4531,696,22,0.004494167
2010,695.3,Rosacea,1736802.375,71,6,29.1692791
2010,592.1,Cystitis,719174.8125,138,13,1.188776016
2010,585.2,Renal failure NOS,785673.125,696,91,0.040215928
2010,555.2,Ulcerative colitis,5584775.5,881,29,5.036186695
2010,280,Iron deficiency anemias,1390.686523,411,25,7.76E-07
2010,425,Cardiomyopathy,195.3837433,795,28,7.07E-09
2010,327.71,Restless legs syndrome,275203.1875,188,8,0.207545072
2010,433.1,Occlusion and stenosis of precerebral arteries,4886432,1228,20,4.01008606
2010,110.11,Dermatophytosis of nail,2852732.25,90,8,46.58195114
2010,753.2,Congenital anomalies of posterior segment of eye,54255.62891,245,1,0.049091171
2010,969,Poisoning by psychotropic agents,902663.5625,1404,6,0.398497939
2010,371,Inflammation of the eye,80163.03125,777,12,0.002841826
2010,172.21,Basal cell carcinoma (new),48.9672966,463,13,1.64E-09
2010,536.3,Gastroparesis,593025.4375,75,10,1.932912827
2010,760,Back pain,41134324,1386,60,83.95329285
2010,1015,Effects of other external causes,2560979.25,1209,0,2238.727295
2010,204,Leukemia,687299.625,9144,382,0.000558084
2010,527.7,Disturbance of salivary secretion,87153.50781,49,2,0.318205684
2010,380.1,Otitis externa,2669219.25,44,1,661.4769897
2010,585.1,Acute renal failure,3624030.5,1092,34,1.459383368
2010,798,Malaise and fatigue,16223214,1226,47,18.84553528
2010,578,Gastrointestinal hemorrhage,1041.309204,885,14,3.61E-07
2010,595,Hydronephrosis,1778404.375,193,2,33.64372635
2010,690,Erythematosquamous dermatosis,42240.69141,32,0,23.00357628
2010,613.9,Breast disorder NOS,357417.375,266,5,0.395580202
2010,562.2,Diverticulitis,4675777,86,0,104900.5078
2010,789,Nausea and vomiting,10650703,723,41,15.78852081
2010,191.11,Cancer of brain,6198417,3655,61,0.711034834
2010,283,Acquired hemolytic anemias,106081.4766,106,1,0.433740377
2010,382,Otalgia,2202327.75,32,0,62531.26563
2010,799,Debility unspecified,1059518.625,22,4,52.48940659
2010,638,Other high-risk pregnancy,1717184.625,128,0,9506.246094
2010,318,Tobacco use disorder,788350.375,547,30,0.156241447
2010,79,Viral infection,5789880.5,4777,123,0.235429898
2010,509.1,Respiratory failure,5011169.5,5360,60,0.322186977
2010,871.4,Open wound of toe(s),404519.4375,2562,30,0.008783164
2010,568,Other disorders of peritoneum,273357.5625,228,0,135.2468872
2010,381.1,Otitis media,6450694.5,111,4,385.7672729
2010,360,Disorders of the globe,90582.32031,647,10,0.005228303
2010,620,Dysplasia of female genital organs,188154.2188,98,0,149.0652771
2010,474.2,Chronic tonsillitis and adenoiditis,10519601,819,45,12.38851547
2010,524.3,Anomalies of tooth position/malocclusion,154712.4531,848,5,0.02325042
2010,415,Pulmonary heart disease,1650364.375,906,44,0.281899482
2010,440.2,Atherosclerosis of the extremities,2344399,0,0,226820352
2010,622,Polyp of female genital organs,54352.08594,98,0,12.43887329
2010,572,Ascites (non malignant),1249775.625,0,10,64394.52344
2010,172.2,Other non-epithelial cancer of skin,14174676,96,1,8550.8125
2010,246,Other disorders of thyroid,782312.3125,384,29,0.226719543
2010,613.1,Inflammatory disease of breast,776204.5625,123,0,2021.300537
2010,287.3,Thrombocytopenia,1153481.5,696,22,0.358430266
2010,537,Other disorders of stomach and duodenum,1722074,1300,54,0.174301744
2010,528.5,Diseases of lips,201963.7344,82,0,205.2574463
2010,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],3599147.5,535,10,9.982106209
2010,529.6,Glossodynia,30099.20313,4,0,93.23619843
2010,782.3,Edema,3624405,917,41,1.441546202
2010,527.2,Sialoadenitis,526551.625,59,0,1938.988403
2010,803.1,Fracture of humerus,3446923.5,200,7,34.97136307
2010,527,Diseases of the salivary glands,63656.91406,1007,28,0.000592875
2010,610.1,Cystic mastopathy,4426225,31,1,2581.444336
2010,425.1,Primary/intrinsic cardiomyopathies,4375309,851,29,3.200029612
2010,686.2,Impetigo,563048.8125,17,2,38.26579285
2010,755.3,Congenital anomaly of fingers/toes,268456.0313,808,9,0.040852979
2010,627.2,Symptomatic menopause,3033283,606,0,6265.634766
2010,743.2,Pathologic fracture,428568.5,165,1,4.548077583
2010,788,Syncope and collapse,13019798,291,4,599.4805908
2010,557,Intestinal malabsorption,2357.96582,82,2,0.000139197
2010,427.7,Tachycardia NOS,1456650.625,214,21,1.947464466
2010,496.21,Obstructive chronic bronchitis,3528930.5,1900,174,0.155444413
2010,603.1,Hydrocele,978009.6875,43,0,9177.742188
2010,447.1,Stricture of artery,406297.6875,672,39,0.02598699
2010,870,Open wounds of head; neck; and trunk,2030531,2782,32,0.191070572
2010,278.11,Morbid obesity,9208950,970,24,15.02694893
2010,800.2,Fracture of unspecified part of femur,1304341.75,418,8,2.096923113
2010,655,Known or suspected fetal abnormality affecting management of mother,6449573,1999,3,28.52984428
2010,578.1,Hematemesis,468910.9375,51,0,1778.87085
2010,720.1,Spinal stenosis of lumbar region,9832401,239,13,128.3053284
2010,856,Vascular complications of surgery and medical procedures,477155.7188,672,39,0.035841614
2010,702.1,Actinic keratosis,6357370.5,101,12,137.4885559
2010,614.53,Cyst or abscess of Bartholin's gland,340428.2813,988,11,0.043966461
2010,315.2,Speech and language disorder,2014768,876,2,9.514017105
2010,420.22,Chronic pericarditis,195228.3438,361,1,0.431384027
2010,504.1,Idiopathic fibrosing alveolitis,221595.4375,335,24,0.025193624
2010,706.2,Sebaceous cyst,4752526.5,134,0,69555.39844
2010,145.5,Cancer of the mouth floor,154789.1563,1085,11,0.008277114
2010,580,Nephritis; nephrosis; renal sclerosis,1744.702637,624,22,9.15E-07
2010,800.3,Fracture of tibia and fibula,2953875.5,346,4,25.95196342
2010,696.3,Pityriasis,218624.9219,1073,8,0.022949964
2010,608,Other disorders of male genital organs,1670248.5,185,2,30.95920944
2010,242.2,Toxic multinodular goiter,183587.3438,353,4,0.098259151
2010,523.31,Acute periodontitis,250066.7031,332,10,0.077650703
2010,590,pyelonephritis,2070737.375,115,3,51.11717987
2010,350.3,Lack of coordination,2344349,206,8,13.74493313
2010,535,Gastritis and duodenitis,424.9284973,269,10,2.77E-07
2010,323,Encephalitis,466358.75,974,27,0.034117028
2010,535.1,Acute gastritis,2143232.75,269,10,7.039716721
2010,528.12,Oral aphthae,200646.4219,70,4,0.591803253
2010,271.3,Intestinal disaccharidase deficiencies and disaccharide malabsorption,195615.2344,500,20,0.015783325
2010,747.2,Congenital anomalies of peripheral vascular system,1159892.75,212,1,25.92847061
2010,614.51,Cervicitis and endocervicitis,1197701.75,19,2,154.930954
2010,366.2,Senile cataract,22930262,695,45,69.36444855
2010,340.1,Migrain with aura,1227085.625,131,4,11.82823277
2010,81,Infection/inflammation of internal prosthetic device; implant; and graft,4645651,1508,34,1.736606121
2010,270.1,Disturbances of amino-acid transport,268891.4063,232,9,0.142738551
2010,561.2,Flatulence,1055872.875,47,1,96.90151978
2010,512.3,Abnormal chest sounds,115307.5625,0,1,5432.667969
2010,477,Epistaxis or throat hemorrage,1893931,141,3,34.87633514
2010,704,Diseases of hair and hair follicles,33811.74609,1133,8,0.000519862
2010,765,Cervical radiculitis,8797452,20,0,1596194.125
2010,370.2,Superficial keratitis,576763.5625,154,1,8.825600624
2010,525.2,Atrophy of edentulous alveolar ridge,159006.3125,118,6,0.147114128
2010,272.9,Unspecified disorder of lipoid metabolism,542074.4375,55,4,5.49731636
2010,736.6,Unequal leg length (acquired),208790.1094,80,1,2.226246119
2010,710.12,Chronic osteomyelitis,619320.375,388,5,0.814271092
2010,296.22,Major depressive disorder,20526640,7043,270,0.914358616
2010,222,Benign neoplasm of male genital organs,253627.8594,6014,157,0.000281139
2010,530.14,Reflux esophagitis,3300996.25,93,2,240.5377655
2010,303.3,Psychogenic disorder,105571.5234,174,1,0.261707991
2010,272.1,Hyperlipidemia,22768836,613,21,166.1142883
2010,656.3,Endocrine and metabolic disturbances of fetus and newborn,264899.375,172,12,0.140179381
2010,191.1,Cancer of brain and nervous system,422922.8125,765,35,0.027560173
2010,202.21,Nodular lymphoma,1920196.125,226,39,1.725864053
2010,374.1,Ectropion or entropion,593438.25,34,1,42.30990601
2010,377.1,Optic atrophy,493416.7813,56,2,8.924525261
2010,676,Other disorders of the breast associated with childbirth and disorders of lactation,156888.8594,15,0,676.7410278
2010,597,Other disorders of urethra and urinary tract,269499.8125,73,0,410.5381775
2010,751.2,Congenital anomalies of urinary system,179573.4063,46,1,2.863712549
2010,614,Inflammatory diseases of female pelvic organs,22828.49023,73,3,0.009786433
2010,907,Injuries to the nervous system,888692.0625,2596,26,0.048269723
2010,594.3,Calculus of ureter,12856355,12,3,18868.83594
2010,110.13,Dermatophytosis of the body,728504.5625,49,2,22.23324013
2010,442,Other aneurysm,99241.17188,389,39,0.002678342
2010,800.4,Fracture of patella,1098729.875,658,1,7.496299744
2010,567,Peritonitis and retroperitoneal infections,950137.8125,1017,17,0.215358794
2010,726,Peripheral enthesopathies and allied syndromes,19363430,51,0,3033389.75
2010,574.1,Cholelithiasis,5544993,329,9,42.80426407
2010,686.1,Carbuncle and furuncle,569355.25,9,0,14847.75586
2010,150,Cancer of esophagus,2434692.75,1459,37,0.45303306
2010,290.13,Senile dementia,709003.4375,4042,99,0.005183692
2010,571.81,Portal hypertension,168845.7813,299,6,0.065469511
2010,561,Symptoms involving digestive system,2480391.5,373,12,5.66755724
2010,599.4,Urinary incontinence,3509841.75,444,35,3.270462275
2010,555,Inflammatory bowel disease and other gastroenteritis and colitis,5311.37793,137,5,0.000169607
2010,275.1,Disorders of iron metabolism,582608.875,36,1,38.51489258
2010,555.1,Regional enteritis,10687677,1327,49,7.248143196
2010,626.14,Irregular menstrual bleeding,1017547.25,156,1,27.11779022
2010,300.9,Posttraumatic stress disorder,2292874.75,1561,70,0.198524386
2010,613,Other nonmalignant breast conditions,19627.4707,944,28,6.01E-05
2010,636.1,Threatened premature labor,1631287.875,280,2,19.51239204
2010,742.8,Articular cartilage disorder,1538076.75,126,3,25.73969841
2010,772.3,Muscle weakness,3629302.75,31,0,175292.625
2010,634.3,Ectopic pregnancy,1006314,203,0,2058.583984
2010,447,Other disorders of arteries and arterioles,313084.0625,897,43,0.010485137
2010,260.7,Polyphagia,107711.2344,124,2,0.192082658
2010,255.3,Adrenogenital disorders,86682.55469,4,0,773.2821045
2010,645,Late pregnancy and failed induction,3080359.75,15,0,260880.25
2010,327.32,Obstructive sleep apnea,26793766,976,61,49.7543602
2010,588.2,Secondary hyperparathyroidism (of renal origin),101075.2266,144,19,0.015400456
2010,300.13,Phobia,122254.2422,348,13,0.013623158
2010,611.3,Lump or mass in breast,8583631,823,14,26.37046242
2010,870.6,Open wound of neck,112160.6953,9,0,576.203125
2010,250.11,Diabetes type 1 with ketoacidosis or uncontrolled diabetes,4326623,2358,119,0.275288433
2010,290.11,Alzheimer's disease,1468615.5,4042,99,0.022241227
2010,446.2,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),80711.04688,188,0,14.29894447
2010,313,Pervasive developmental disorders,418364.9375,69,2,5.207406044
2010,288,Diseases of white blood cells,418578.2188,219,4,0.823310971
2010,526.5,Inflammatory conditions of jaw,183376.9688,13,0,1066.672729
2010,270,Disorders of protein plasma/amino-acid transport and metabolism,164.1482239,75,2,7.38E-07
2010,276.41,Acidosis,137473.6875,298,5,0.05223836
2010,952,Spinal cord injury without evidence of spinal bone injury,338980.8125,3836,68,0.001817677
2010,835,Internal derangement of knee,19056106,661,1,2244.697754
2010,260.1,Cachexia,34192.55078,163,5,0.005907857
2010,261.1,Vitamin A deficiency,9884.982422,123,2,0.001630926
2010,279.1,Immunity deficiency,823415.3125,279,55,0.182303682
2010,698,Pruritus and related conditions,886772.3125,336,8,1.205753326
2010,528.11,Stomatitis and mucositis (ulcerative),37210.77344,112,18,0.002832604
2010,599.2,Retention of urine,2097343.5,141,5,25.69628906
2010,256,Ovarian dysfunction,606176.6875,136,0,1114.92749
2010,190,Cancer of eye,426701.9688,660,2,0.566397965
2010,958,Certain early complications of trauma or procedure,869115.375,519,4,1.497799516
2010,250.2,Type 2 diabetes,30389036,6079,420,1.492658257
2010,665,Obstetrical/birth trauma,9596744,2601,25,5.842665672
2010,495,Asthma,14897019,5542,390,0.42371583
2010,300.8,Acute reaction to stress,544598.8125,110,2,5.535337925
2010,550.1,Inguinal hernia,12042163,416,10,143.7110138
2010,204.4,Multiple myeloma,5782175.5,1544,147,0.60786134
2010,371.21,Allergic conjunctivitis,1547668.375,109,22,4.119915962
2010,340,Migraine,8365312.5,925,34,9.179736137
2010,189.1,Cancer of kidney and renal pelvis,142769.375,2107,32,0.001247202
2010,711.1,Pyogenic arthritis,556850,185,1,6.848237991
2010,349,Other and unspecified disorders of the nervous system,818467.4375,1801,55,0.027903838
2010,317,Alcohol-related disorders,7845524,3011,57,1.479788423
2010,255,Disorders of adrenal glands,37.48323822,67,0,8.65E-06
2010,564,Functional digestive disorders,905864.5625,904,13,0.287935317
2010,626.2,Dysmenorrhea,2283881,112,4,47.92528152
2010,790,Nonspecific findings on examination of blood,411718.1875,5,0,13963.08203
2010,710.2,Periostitis,48828.92188,17,0,57.84540939
2010,170.1,Bone cancer,1062901.75,1981,12,0.195963606
2010,636.8,Cervical incompetence,838094.3125,22,0,13169.9668
2010,430.2,Intracerebral hemorrhage,977142.5,696,8,0.70678401
2010,625.1,Dyspareunia,521398.9375,93,1,11.94285583
2010,610,Benign mammary dysplasias,316.254425,31,1,1.32E-05
2010,523.1,Gingivitis,90442.65625,350,9,0.010704349
2010,201,Hodgkin's disease,2434747,530,51,0.904872179
2010,426.31,Right bundle branch block,232636.9375,192,1,1.151678085
2010,531.5,Gastrojejunal ulcer,141947.1875,183,8,0.056723788
2010,411.41,Aneurysm and dissection of heart,112185.2031,294,0,17.66558456
2010,472,Chronic pharyngitis and nasopharyngitis,2352104.5,264,25,3.457785845
2010,303.1,Dissociative disorder,79918.35938,362,7,0.010386601
2010,300.1,Anxiety disorder,7429719.5,1466,66,2.354057789
2010,287.31,Primary thrombocytopenia,1684798.375,25,17,27.53574944
2010,458,Hypotension,134559.1563,981,50,0.001523054
2010,444.5,Atheroembolism,48235.70703,31,0,30.96381378
2010,476,Allergic rhinitis,22387794,423,20,244.3677063
2010,272,Disorders of lipoid metabolism,910.1159058,55,4,1.55E-05
2010,531.3,Duodenal ulcer,380187.4375,183,8,0.406918228
2010,961.1,Sulfonamides,4886.430176,1404,6,1.17E-05
2010,353,Nerve root and plexus disorders,177918.5156,286,8,0.057022661
2010,430,Intracranial hemorrhage,421329.5938,337,7,0.310100228
2010,332,Parkinson's disease,1447157.125,2743,101,0.0311931
2010,535.6,Duodenitis,682864.4375,22,0,8743.149414
2010,597.1,Urethral stricture (not specified as infectious),1165687.75,97,2,28.75880623
2010,479,Other upper respiratory disease,3736200,2184,67,0.393627048
2010,426.8,Other cardiac conduction disorders,254842.7344,448,0,59.82403946
2010,561.1,Diarrhea,7652530.5,36,4,1673.638306
2010,988,Toxic effect of noxious substances eaten as food,14121.52734,43,1,0.018944867
2010,747,Cardiac and circulatory congenital anomalies,232465.4531,116,2,0.956410289
2010,41.21,Rheumatic fever / chorea,22581.34766,248,2,0.00422137
2010,531.2,Gastric ulcer,960580.625,183,8,2.597641706
2010,610.4,Benign neoplasm of breast,2421419.25,11192,427,0.005063056
